material,group in,nuclide,mean,std. dev.
6,1,total,5.517499934944908e-10,3.816999985851071e-12
6,2,total,2.195204208105347e-09,1.7742856311962084e-11
6,3,total,6.058427517304049e-08,1.1133173146409786e-09
6,4,total,8.321458863510912e-07,4.5836566586200167e-10
6,5,total,1.0867470762412714e-06,5.224849193210623e-10
6,6,total,1.5490135446297628e-06,1.9495696372715005e-09
6,7,total,2.2079202501282413e-06,6.918336213700873e-09
6,8,total,3.7276197108330067e-06,3.6884146587197446e-08
