material,group in,nuclide,mean,std. dev.
6,1,total,0.0019192421478454278,1.4550002441632154e-05
6,2,total,0.0005772491200720227,4.930006366119356e-06
6,3,total,0.00571719794007335,9.97789872322496e-05
6,4,total,0.04849617098900621,2.6712750876343566e-05
6,5,total,0.06331330700360359,3.0439220481198577e-05
6,6,total,0.09023085790565052,0.00011356331545909894
6,7,total,0.1285946342499742,0.0004029401498699188
6,8,total,0.21707974602594182,0.002147959150713682
