material,group in,nuclide,mean,std. dev.
5,1,total,5.874742582018193e-10,8.176235409585811e-12
5,2,total,2.564697703812892e-09,2.197118145059284e-11
5,3,total,8.754711961016011e-08,1.1111715376631313e-09
5,4,total,6.285372551992555e-07,1.1063689849732629e-08
5,5,total,1.156475159086219e-06,1.2276425343719283e-08
5,6,total,1.6302142373316233e-06,1.8722297206014075e-08
5,7,total,2.4843675501828584e-06,2.709170987424993e-08
5,8,total,4.671346610928767e-06,4.662790771024808e-08
