cell,group in,nuclide,mean,std. dev.
2,3,S36,6.075238316041347e-08,1.1013784772722131e-09
2,3,Cr52,6.075238316041347e-08,1.1013784772722131e-09
2,3,Cr50,6.075238316041347e-08,1.1013784772722131e-09
2,3,Cr54,6.075238316041347e-08,1.1013784772722131e-09
2,3,Cr53,6.075238316041347e-08,1.1013784772722131e-09
2,3,Ni62,6.075238316041347e-08,1.1013784772722131e-09
2,3,Ni60,6.075238316041347e-08,1.1013784772722131e-09
2,3,Ni64,6.075238316041347e-08,1.1013784772722131e-09
2,3,Ni61,6.075238316041347e-08,1.1013784772722131e-09
2,3,Ni58,6.075238316041347e-08,1.1013784772722131e-09
2,3,Fe54,6.075238316041347e-08,1.1013784772722131e-09
2,3,Fe56,6.075238316041347e-08,1.1013784772722131e-09
2,3,Fe57,6.075238316041347e-08,1.1013784772722131e-09
2,3,Fe58,6.075238316041347e-08,1.1013784772722131e-09
2,4,C12,8.321491143189844e-07,4.5608009996513457e-10
2,4,C13,8.321491143189844e-07,4.5608009996513457e-10
2,4,Si30,8.321491143189844e-07,4.5608009996513457e-10
2,4,Si29,8.321491143189844e-07,4.5608009996513457e-10
2,4,Si28,8.321491143189844e-07,4.5608009996513457e-10
2,4,Mn55,8.321491143189844e-07,4.5608009996513457e-10
2,4,P31,8.321491143189844e-07,4.5608009996513457e-10
2,4,S33,8.321491143189844e-07,4.5608009996513457e-10
2,4,S34,8.321491143189844e-07,4.5608009996513457e-10
2,4,S32,8.321491143189844e-07,4.5608009996513457e-10
2,4,S36,8.321491143189844e-07,4.5608009996513457e-10
2,4,Cr52,8.321491143189844e-07,4.5608009996513457e-10
2,4,Cr50,8.321491143189844e-07,4.5608009996513457e-10
2,4,Cr54,8.321491143189844e-07,4.5608009996513457e-10
2,4,Cr53,8.321491143189844e-07,4.5608009996513457e-10
2,4,Ni62,8.321491143189844e-07,4.5608009996513457e-10
2,4,Ni60,8.321491143189844e-07,4.5608009996513457e-10
2,4,Ni64,8.321491143189844e-07,4.5608009996513457e-10
2,4,Ni61,8.321491143189844e-07,4.5608009996513457e-10
2,4,Ni58,8.321491143189844e-07,4.5608009996513457e-10
2,4,Fe54,8.321491143189844e-07,4.5608009996513457e-10
2,4,Fe56,8.321491143189844e-07,4.5608009996513457e-10
2,4,Fe57,8.321491143189844e-07,4.5608009996513457e-10
2,4,Fe58,8.321491143189844e-07,4.5608009996513457e-10
2,5,C12,1.0867218756772701e-06,5.041076536340262e-10
2,5,C13,1.0867218756772701e-06,5.041076536340262e-10
2,5,Si30,1.0867218756772701e-06,5.041076536340262e-10
2,5,Si29,1.0867218756772701e-06,5.041076536340262e-10
2,5,Si28,1.0867218756772701e-06,5.041076536340262e-10
2,5,Mn55,1.0867218756772701e-06,5.041076536340262e-10
2,5,P31,1.0867218756772701e-06,5.041076536340262e-10
2,5,S33,1.0867218756772701e-06,5.041076536340262e-10
2,5,S34,1.0867218756772701e-06,5.041076536340262e-10
2,5,S32,1.0867218756772701e-06,5.041076536340262e-10
2,5,S36,1.0867218756772701e-06,5.041076536340262e-10
2,5,Cr52,1.0867218756772701e-06,5.041076536340262e-10
2,5,Cr50,1.0867218756772701e-06,5.041076536340262e-10
2,5,Cr54,1.0867218756772701e-06,5.041076536340262e-10
2,5,Cr53,1.0867218756772701e-06,5.041076536340262e-10
2,5,Ni62,1.0867218756772701e-06,5.041076536340262e-10
2,5,Ni60,1.0867218756772701e-06,5.041076536340262e-10
2,5,Ni64,1.0867218756772701e-06,5.041076536340262e-10
2,5,Ni61,1.0867218756772701e-06,5.041076536340262e-10
2,5,Ni58,1.0867218756772701e-06,5.041076536340262e-10
2,5,Fe54,1.0867218756772701e-06,5.041076536346341e-10
2,5,Fe56,1.0867218756772701e-06,5.041076536346341e-10
2,5,Fe57,1.0867218756772701e-06,5.041076536346341e-10
2,5,Fe58,1.0867218756772701e-06,5.041076536346341e-10
2,6,C12,1.5488751920810038e-06,1.956165025041392e-09
2,6,C13,1.5488751920810038e-06,1.956165025041392e-09
2,6,Si30,1.5488751920810038e-06,1.956165025041392e-09
2,6,Si29,1.5488751920810038e-06,1.956165025041392e-09
2,6,Si28,1.5488751920810038e-06,1.956165025041392e-09
2,6,Mn55,1.5488751920810038e-06,1.956165025041392e-09
2,6,P31,1.5488751920810038e-06,1.956165025041392e-09
2,6,S33,1.5488751920810038e-06,1.956165025041392e-09
2,6,S34,1.5488751920810038e-06,1.956165025041392e-09
2,6,S32,1.5488751920810038e-06,1.956165025041392e-09
2,6,S36,1.5488751920810038e-06,1.956165025041392e-09
2,6,Cr52,1.5488751920810038e-06,1.956165025041392e-09
2,6,Cr50,1.5488751920810038e-06,1.956165025041392e-09
2,6,Cr54,1.5488751920810038e-06,1.956165025041392e-09
2,6,Cr53,1.5488751920810038e-06,1.956165025041392e-09
2,6,Ni62,1.5488751920810038e-06,1.956165025041392e-09
2,6,Ni60,1.5488751920810038e-06,1.956165025041392e-09
2,6,Ni64,1.5488751920810038e-06,1.956165025041392e-09
2,6,Ni61,1.5488751920810038e-06,1.956165025041392e-09
2,6,Ni58,1.5488751920810038e-06,1.956165025041392e-09
2,6,Fe54,1.5488751920810038e-06,1.956165025041392e-09
2,6,Fe56,1.5488751920810038e-06,1.956165025041392e-09
2,6,Fe57,1.5488751920810038e-06,1.956165025041392e-09
2,6,Fe58,1.5488751920810038e-06,1.956165025041392e-09
2,7,C12,2.2076408036661683e-06,7.269705574148453e-09
2,7,C13,2.2076408036661683e-06,7.269705574148453e-09
2,7,Si30,2.2076408036661683e-06,7.269705574148453e-09
2,7,Si29,2.2076408036661683e-06,7.269705574148453e-09
2,7,Si28,2.2076408036661683e-06,7.269705574148453e-09
2,7,Mn55,2.2076408036661683e-06,7.269705574148453e-09
2,7,P31,2.2076408036661683e-06,7.269705574148453e-09
2,7,S33,2.2076408036661683e-06,7.269705574148453e-09
2,7,S34,2.2076408036661683e-06,7.269705574148453e-09
2,7,S32,2.2076408036661683e-06,7.269705574148453e-09
2,7,S36,2.2076408036661683e-06,7.269705574148453e-09
2,7,Cr52,2.2076408036661683e-06,7.269705574148453e-09
2,7,Cr50,2.2076408036661683e-06,7.269705574148453e-09
2,7,Cr54,2.2076408036661683e-06,7.269705574148453e-09
2,7,Cr53,2.2076408036661683e-06,7.269705574148453e-09
2,7,Ni62,2.2076408036661683e-06,7.269705574148453e-09
2,7,Ni60,2.2076408036661683e-06,7.269705574148453e-09
2,7,Ni64,2.2076408036661683e-06,7.269705574148453e-09
2,7,Ni61,2.2076408036661683e-06,7.269705574148453e-09
2,7,Ni58,2.2076408036661683e-06,7.269705574148453e-09
2,7,Fe54,2.2076408036661683e-06,7.269705574148453e-09
2,7,Fe56,2.2076408036661683e-06,7.269705574148453e-09
2,7,Fe57,2.2076408036661683e-06,7.269705574148453e-09
2,7,Fe58,2.2076408036661683e-06,7.269705574148453e-09
2,8,C12,3.731331087441495e-06,3.697539938075056e-08
2,8,C13,3.731331087441495e-06,3.697539938075056e-08
2,8,Si30,3.731331087441495e-06,3.697539938075056e-08
