material,group in,nuclide,mean,std. dev.
7,1,total,5.469559940312846e-10,8.484857079713732e-12
7,2,total,3.0567621386217795e-09,1.9165697720233728e-11
7,3,total,9.752599792989226e-08,5.830712178677713e-10
7,4,total,6.00731007372988e-07,4.339715071029374e-09
7,5,total,1.1428256012116705e-06,9.233798221195817e-09
7,6,total,1.6921433298491349e-06,1.2221938784949158e-08
7,7,total,2.520194686528645e-06,1.7346465747197566e-08
7,8,total,4.774214944078085e-06,3.233760330956013e-08
