material,group in,nuclide,mean,std. dev.
7,1,total,0.2179431124754595,0.0033564775441628104
7,2,total,0.41154573000436606,0.0025671426136350192
7,3,total,0.5095832848409129,0.002935795054376335
7,4,total,0.507304780216247,0.0036402069055309723
7,5,total,0.515302741980216,0.004154232079160359
7,6,total,0.5277705537443026,0.003811564320165403
7,7,total,0.554848026692691,0.0038140330287393647
7,8,total,0.6747433016131815,0.004571173026954953
