flux_moment_1_0_0,id,x,y,z
5.6952927750876,0,5,5,5
2.4587497381437,10,5,15,5
0.65796985928227,20,5,25,5
0.038600564845229,30,5,35,5
-0.005498890177864,40,5,45,5
0.0085948294339839,50,5,55,5
0.0040713105686972,60,5,65,5
4.7886471035017e-05,70,5,75,5
-6.1101846518887e-05,80,5,85,5
3.2665502495384e-05,90,5,95,5
