flux_moment_1_0_0,id,x,y,z
5.695290246581,0,5,5,5
2.4587552550474,10,5,15,5
0.65802538467514,20,5,25,5
0.038765663418033,30,5,35,5
-0.0052781467388308,40,5,45,5
0.0084390071648107,50,5,55,5
0.0042454109338051,60,5,65,5
0.00051177122498762,70,5,75,5
-4.4492083144266e-05,80,5,85,5
4.5391432238195e-05,90,5,95,5
