flux_moment_1_0_0,id,x,y,z
5.3522393447713,0,5,5,5
2.4379337894834,10,5,15,5
0.69963675655117,20,5,25,5
0.028795512631106,30,5,35,5
-0.054644477409224,40,5,45,5
-0.015015585871541,50,5,55,5
0.0069283031416434,60,5,65,5
0.0034069040484893,70,5,75,5
0.001037172463649,80,5,85,5
0.00052856136320626,90,5,95,5
