time,Ar41ActOutletFlowrate,Ar41ActTotal
1783.0546875,2.8252133429581e-08,1.6124519035943e-05
1784.0546875,2.8254454202772e-08,1.6124465934486e-05
1785.0546875,2.8255322150758e-08,1.6124411891233e-05
1786.0546875,2.8255290632124e-08,1.6124357803008e-05
1787.0546875,2.8254897393471e-08,1.6124304028069e-05
1788.0546875,2.825445020505e-08,1.6124250617566e-05
1789.0546875,2.8254077350047e-08,1.6124197495495e-05
1790.0546875,2.8253809382801e-08,1.6124144556275e-05
1791.0546875,2.8253636171871e-08,1.6124091705179e-05
1792.0546875,2.8253537003014e-08,1.6124038868688e-05
1793.0546875,2.8253492912022e-08,1.6123985992588e-05
1794.0546875,2.8253489779922e-08,1.6123933037026e-05
1795.0546875,2.8253517680216e-08,1.6123879972254e-05
1796.0546875,2.8253569328533e-08,1.6123826775945e-05
1797.0546875,2.8253638799725e-08,1.6123773431796e-05
1798.0546875,2.8253720792267e-08,1.6123719928872e-05
1798.5546875,2.8243399323686e-08,1.6123698299652e-05
1799.5546875,2.8248470751851e-08,1.6123649825199e-05
1800.5546875,2.8252110273507e-08,1.6123597646701e-05
1801.5546875,2.8254748643048e-08,1.612354277566e-05
1802.5546875,2.8255890533966e-08,1.6123486711874e-05
1803.5546875,2.8256087810914e-08,1.6123430398677e-05
1804.5546875,2.8255876800897e-08,1.6123374241776e-05
1805.5546875,2.8255564858014e-08,1.612331833996e-05
1806.5546875,2.8255280451779e-08,1.6123262664382e-05
1807.5546875,2.825505478827e-08,1.6123207155678e-05
1808.5546875,2.8254878754197e-08,1.6123151764036e-05
1809.0546875,2.8244436416701e-08,1.6123129255141e-05
1810.0546875,2.8249279967107e-08,1.6123079264692e-05
1810.5546875,2.8240839687142e-08,1.6123058456301e-05
1811.5546875,2.8249098742197e-08,1.6123008467123e-05
1812.5546875,2.8254130253435e-08,1.612295341609e-05
1813.5546875,2.8256889888243e-08,1.6122895581625e-05
1814.5546875,2.8257562907738e-08,1.6122837047792e-05
1815.5546875,2.8257118925172e-08,1.6122778924527e-05
1816.5546875,2.8256281585673e-08,1.6122721598049e-05
1817.5546875,2.8255413534167e-08,1.6122665093119e-05
1818.0546875,2.8244632550706e-08,1.6122642199379e-05
1819.0546875,2.8248897975249e-08,1.6122592023325e-05
1819.5546875,2.8240195466878e-08,1.6122571254308e-05
1820.5546875,2.824800930169e-08,1.6122521790533e-05
1821.5546875,2.8252648844064e-08,1.6122467655864e-05
1822.5546875,2.8255050482118e-08,1.612241109253e-05
1823.5546875,2.8255388398082e-08,1.6122354159626e-05
1824.5546875,2.8254626712276e-08,1.6122297947716e-05
1825.5546875,2.8253486617817e-08,1.6122242826236e-05
1826.5546875,2.8252329533614e-08,1.6122188804466e-05
1827.5546875,2.8251280795437e-08,1.6122135767907e-05
1828.5546875,2.8250351658947e-08,1.6122083591971e-05
1829.5546875,2.8249513890633e-08,1.6122032181037e-05
1830.5546875,2.8248735099621e-08,1.6121981472302e-05
1831.5546875,2.824799090362e-08,1.6121931427578e-05
1832.5546875,2.8247266214894e-08,1.6121882023899e-05
1833.5546875,2.8246552803285e-08,1.6121833246617e-05
1834.5546875,2.8245846511908e-08,1.6121785085302e-05
1835.5546875,2.8245145293935e-08,1.6121737531627e-05
1836.5546875,2.8244448178262e-08,1.6121690578282e-05
1837.5546875,2.8243754889166e-08,1.6121644218282e-05
1838.5546875,2.8243065799075e-08,1.6121598444315e-05
1839.5546875,2.824238197809e-08,1.6121553248054e-05
1840.5546875,2.8241705211473e-08,1.6121508619453e-05
1841.5546875,2.8241037941498e-08,1.6121464546103e-05
1842.5546875,2.8240383141372e-08,1.6121421012718e-05
1843.5546875,2.8239744151457e-08,1.6121378000792e-05
1844.5546875,2.8239124505322e-08,1.6121335488424e-05
1845.5546875,2.823852778175e-08,1.6121293450296e-05
1846.5546875,2.8237957479268e-08,1.6121251857772e-05
1847.0546875,2.8227317802073e-08,1.6121236330422e-05
1848.0546875,2.8231770436219e-08,1.6121200625195e-05
1849.0546875,2.8234825121591e-08,1.6121161744121e-05
1850.0546875,2.8236919724524e-08,1.6121120654608e-05
1850.5546875,2.8227180241056e-08,1.6121104932135e-05
1851.5546875,2.8232188850097e-08,1.612106829376e-05
1852.5546875,2.8235207083133e-08,1.612102852598e-05
1853.5546875,2.8237088743969e-08,1.6120986769798e-05
1854.5546875,2.8237538571511e-08,1.6120944455662e-05
1855.5546875,2.8237175557713e-08,1.6120902391867e-05
1856.5546875,2.8236542013748e-08,1.6120860844057e-05
1857.5546875,2.8235931147817e-08,1.6120819785966e-05
1858.5546875,2.8235455670471e-08,1.6120779080156e-05
1859.5546875,2.8235135368522e-08,1.61207385707e-05
1860.5546875,2.8234954341069e-08,1.6120698118574e-05
1861.5546875,2.8234889537904e-08,1.6120657608561e-05
1862.5546875,2.8234921513034e-08,1.6120616945494e-05
1863.5546875,2.8235036478683e-08,1.6120576048499e-05
1864.5546875,2.8235225151675e-08,1.612053484643e-05
1865.5546875,2.8235481059876e-08,1.612049327502e-05
1866.5546875,2.8235799282865e-08,1.6120451275292e-05
1867.5546875,2.8236175772639e-08,1.6120408792666e-05
1868.5546875,2.8236607092468e-08,1.6120365776318e-05
1869.5546875,2.8237090364443e-08,1.6120322178606e-05
1870.5546875,2.8237623270207e-08,1.6120277954491e-05
1871.5546875,2.8238204022319e-08,1.6120233060992e-05
1872.5546875,2.8238831282818e-08,1.6120187456725e-05
1873.5546875,2.8239504037202e-08,1.6120141101576e-05
1874.5546875,2.8240221448451e-08,1.6120093956512e-05
1875.5546875,2.8240982713823e-08,1.6120045983538e-05
1876.5546875,2.8241786941424e-08,1.6119997145785e-05
1877.5546875,2.8242633055319e-08,1.6119947407679e-05
1878.5546875,2.8243519730985e-08,1.6119896735182e-05
1879.5546875,2.8244445358232e-08,1.6119845096065e-05
1880.5546875,2.8245408026373e-08,1.6119792460196e-05
1881.5546875,2.8246405525853e-08,1.6119738799821e-05
1882.0546875,2.823654638387e-08,1.611971687384e-05
1882.5546875,2.8230368868312e-08,1.6119697977846e-05
1883.5546875,2.8240118826918e-08,1.6119650360082e-05
1884.5546875,2.8247906225922e-08,1.611959497419e-05
1885.5546875,2.8253016666771e-08,1.6119534516705e-05
1886.0546875,2.8244376979304e-08,1.6119508599479e-05
1887.0546875,2.8250812839444e-08,1.6119450305534e-05
1888.0546875,2.8254982812249e-08,1.6119387896025e-05
1888.5546875,2.8246550837039e-08,1.6119360902898e-05
1889.5546875,2.8253664918293e-08,1.6119299799798e-05
1890.5546875,2.8258241331345e-08,1.6119234197807e-05
1891.0546875,2.8249930960992e-08,1.6119205553512e-05
1892.0546875,2.825708584865e-08,1.6119141130243e-05
1893.0546875,2.8261604840061e-08,1.6119072287539e-05
1893.5546875,2.825325079773e-08,1.6119042050105e-05
1894.5546875,2.8260307565698e-08,1.6118974559303e-05
1895.5546875,2.8264733351443e-08,1.6118902762118e-05
1896.5546875,2.8267689010985e-08,1.6118828136675e-05
1897.5546875,2.8269092932283e-08,1.6118752236962e-05
1898.5546875,2.8269658711051e-08,1.6118675900219e-05
1899.5546875,2.8269951377111e-08,1.6118599398777e-05
1900.5546875,2.8270253461179e-08,1.6118522723697e-05
1901.5546875,2.8270656856332e-08,1.6118445775472e-05
1902.5546875,2.827116095873e-08,1.6118368456136e-05
1903.5546875,2.8271733427304e-08,1.6118290700585e-05
1904.5546875,2.8272339040272e-08,1.6118212479152e-05
1905.5546875,2.8272949688577e-08,1.6118133790279e-05
1906.5546875,2.8273545547415e-08,1.6118054652111e-05
1907.5546875,2.8274113233391e-08,1.6117975095969e-05
1908.5546875,2.8274643645165e-08,1.6117895162018e-05
1909.5546875,2.827513039916e-08,1.6117814896511e-05
1910.5546875,2.8275568937299e-08,1.611773434994e-05
1911.5546875,2.827595609812e-08,1.611765357562e-05
1912.0546875,2.8265768234422e-08,1.6117618302947e-05
1913.0546875,2.8271052191114e-08,1.6117542565081e-05
1914.0546875,2.827485429954e-08,1.611746319605e-05
1914.5546875,2.8266328759215e-08,1.611742779923e-05
1915.0546875,2.826099203434e-08,1.6117395062743e-05
1916.0546875,2.8270690362806e-08,1.6117320011966e-05
1917.0546875,2.8277460523873e-08,1.6117238395337e-05
1918.0546875,2.8281155224775e-08,1.6117153295685e-05
1919.0546875,2.8282112677526e-08,1.6117067445593e-05
1920.0546875,2.8281637178084e-08,1.611698226768e-05
1921.0546875,2.8280671708455e-08,1.6116898241703e-05
1922.0546875,2.8279680262247e-08,1.6116815385032e-05
1923.0546875,2.8278821270917e-08,1.6116733558559e-05
1923.5546875,2.8268063785106e-08,1.6116698046627e-05
1924.5546875,2.8272394943887e-08,1.6116622784994e-05
1925.5546875,2.8275383771923e-08,1.6116544702326e-05
1926.5546875,2.8277422618635e-08,1.6116464753656e-05
1927.5546875,2.8277994151254e-08,1.6116384404479e-05
1928.5546875,2.8277638167458e-08,1.6116304576112e-05
1929.5546875,2.8276884544369e-08,1.6116225658722e-05
1930.5546875,2.8276036896795e-08,1.6116147739369e-05
1931.5546875,2.8275221201673e-08,1.6116070780033e-05
1932.5546875,2.8274466984811e-08,1.6115994713905e-05
1933.0546875,2.8263739222834e-08,1.6115962059335e-05
1934.0546875,2.8268036803297e-08,1.6115892514194e-05
1934.5546875,2.8259328177243e-08,1.6115862109709e-05
1935.5546875,2.8267067706045e-08,1.6115793631668e-05
1936.5546875,2.8271593801017e-08,1.6115720776556e-05
1937.5546875,2.8273861259557e-08,1.6115645805242e-05
1938.0546875,2.826397084146e-08,1.611561328268e-05
1938.5546875,2.8257216883508e-08,1.6115584119561e-05
1939.5546875,2.8264838132581e-08,1.6115518241894e-05
1940.5546875,2.8270206588966e-08,1.6115447141951e-05
1941.5546875,2.8272928421592e-08,1.6115373468939e-05
1942.5546875,2.8273150803606e-08,1.6115299714023e-05
1943.5546875,2.8272069370368e-08,1.6115227167577e-05
1944.5546875,2.8270577532122e-08,1.6115156227145e-05
1945.5546875,2.8269122508702e-08,1.6115086844833e-05
1946.5546875,2.8267860866259e-08,1.6115018818602e-05
1947.5546875,2.8266808599593e-08,1.6114951932239e-05
1948.5546875,2.8265932158181e-08,1.6114886004386e-05
1949.5546875,2.8265191455377e-08,1.6114820894692e-05
1950.5546875,2.8264554825999e-08,1.6114756495144e-05
1951.5546875,2.8264000915789e-08,1.6114692719617e-05
1952.5546875,2.8263516105819e-08,1.6114629496045e-05
1952.8046875,2.8247817269718e-08,1.6114617625685e-05
1953.3046875,2.8245260366794e-08,1.6114595081093e-05
1954.3046875,2.8253004897913e-08,1.611454225687e-05
1955.3046875,2.8260057339784e-08,1.6114482465871e-05
1956.3046875,2.8264370410324e-08,1.6114418458887e-05
1957.3046875,2.8265758672488e-08,1.6114353159477e-05
1958.3046875,2.8265518174491e-08,1.6114288187927e-05
1959.3046875,2.826468754568e-08,1.6114224125392e-05
1960.3046875,2.8263814025165e-08,1.6114161007368e-05
1961.3046875,2.8263106516579e-08,1.6114098662736e-05
1961.8046875,2.8252439898928e-08,1.6114072820192e-05
1962.8046875,2.8257012345009e-08,1.6114016553816e-05
1963.0546875,2.8242230281975e-08,1.611400619332e-05
1963.5546875,2.8242135994936e-08,1.6113985437739e-05
1964.5546875,2.8253102965225e-08,1.6113932985236e-05
1965.0546875,2.8247993090238e-08,1.611390931895e-05
1966.0546875,2.8259712180631e-08,1.6113850312141e-05
1967.0546875,2.8265730880844e-08,1.6113785410169e-05
1968.0546875,2.82683317652e-08,1.6113718029622e-05
1969.0546875,2.8268561488168e-08,1.6113650532338e-05
1970.0546875,2.8267781445388e-08,1.6113583916657e-05
1971.0546875,2.8266832466568e-08,1.6113518342388e-05
1972.0546875,2.8266071114482e-08,1.6113453615662e-05
1973.0546875,2.8265579101487e-08,1.6113389463576e-05
1974.0546875,2.826532343377e-08,1.6113325648103e-05
1975.0546875,2.8265242813349e-08,1.6113261993729e-05
1976.0546875,2.8265282935717e-08,1.6113198380004e-05
1977.0546875,2.8265404913721e-08,1.6113134725854e-05
1978.0546875,2.8265582875527e-08,1.6113070976402e-05
1979.0546875,2.8265799129046e-08,1.6113007094685e-05
1980.0546875,2.8266040286939e-08,1.6112943057267e-05
1981.0546875,2.8266295101778e-08,1.6112878852034e-05
1982.0546875,2.826655366426e-08,1.611281447679e-05
1983.0546875,2.8266807353723e-08,1.6112749937921e-05
1984.0546875,2.8267049038171e-08,1.6112685248852e-05
1985.0546875,2.8267273224353e-08,1.6112620428382e-05
1986.0546875,2.8267476041508e-08,1.6112555499032e-05
1987.0546875,2.8267655060767e-08,1.6112490485594e-05
1988.0546875,2.8267809008349e-08,1.6112425413964e-05
1989.0546875,2.8267937442278e-08,1.6112360310313e-05
1990.0546875,2.8268040449326e-08,1.6112295200557e-05
1991.0546875,2.8268118396808e-08,1.6112230110082e-05
1992.0546875,2.8268171752742e-08,1.6112165063644e-05
1993.0546875,2.8268200972297e-08,1.6112100085389e-05
1994.0546875,2.8268206439411e-08,1.6112035198925e-05
1995.0546875,2.8268188449112e-08,1.6111970427417e-05
1996.0546875,2.8268147216462e-08,1.6111905793663e-05
1997.0546875,2.8268082900621e-08,1.6111841320158e-05
1998.0546875,2.8267995635669e-08,1.6111777029118e-05
1999.0546875,2.8267885562879e-08,1.6111712942475e-05
2000.0546875,2.8267752861468e-08,1.6111649081842e-05
2001.0546875,2.8267597776455e-08,1.6111585468449e-05
2002.0546875,2.8267420643171e-08,1.6111522123058e-05
2003.0546875,2.8267221908362e-08,1.6111459065852e-05
2004.0546875,2.8267002147931e-08,1.6111396316314e-05
2005.0546875,2.8266762081268e-08,1.611133389309e-05
2006.0546875,2.8266502582015e-08,1.6111271813836e-05
2007.0546875,2.8266224685045e-08,1.6111210095073e-05
2008.0546875,2.8265929589411e-08,1.6111148752022e-05
2009.0546875,2.8265618657089e-08,1.6111087798458e-05
2010.0546875,2.826529340744e-08,1.611102724656e-05
2010.3046875,2.8249630867986e-08,1.6111016035635e-05
2010.8046875,2.8247127913489e-08,1.6110994785372e-05
2011.8046875,2.825490938762e-08,1.6110944522634e-05
2012.8046875,2.826193684108e-08,1.6110887327535e-05
2013.8046875,2.8266171447344e-08,1.6110826003675e-05
2014.8046875,2.8267434133739e-08,1.6110763520769e-05
2015.8046875,2.8267025521327e-08,1.6110701540424e-05
2016.8046875,2.82659876502e-08,1.6110640681527e-05
2017.8046875,2.8264870259625e-08,1.6110581014464e-05
2018.8046875,2.8263884395312e-08,1.6110522400767e-05
2019.8046875,2.8263068886806e-08,1.6110464664767e-05
2020.8046875,2.8262397089757e-08,1.6110407658579e-05
2021.8046875,2.8261830090009e-08,1.6110351273956e-05
2022.8046875,2.8261336730556e-08,1.6110295434284e-05
2023.8046875,2.8260897153388e-08,1.6110240083147e-05
2024.8046875,2.8260500141454e-08,1.6110185175616e-05
2025.8046875,2.8260139420102e-08,1.6110130673277e-05
2026.8046875,2.8259810897286e-08,1.6110076542019e-05
2027.8046875,2.8259511190124e-08,1.6110022751311e-05
2028.8046875,2.8259237129874e-08,1.6109969273962e-05
2029.8046875,2.825898580081e-08,1.6109916085852e-05
2030.8046875,2.8258754755215e-08,1.6109863165444e-05
2031.8046875,2.8258542191974e-08,1.6109810493127e-05
2032.8046875,2.8258347013141e-08,1.6109758050503e-05
2033.8046875,2.8258168755916e-08,1.6109705819749e-05
2034.8046875,2.8258007438094e-08,1.6109653783137e-05
2035.8046875,2.8257863364918e-08,1.6109601922745e-05
2036.8046875,2.8257736937777e-08,1.6109550220365e-05
2037.8046875,2.8257628490951e-08,1.6109498657568e-05
2038.8046875,2.8257538168446e-08,1.6109447215898e-05
2039.8046875,2.8257465842109e-08,1.610939587714e-05
2040.8046875,2.8257411065994e-08,1.6109344623635e-05
2041.8046875,2.8257373058712e-08,1.6109293438608e-05
2042.8046875,2.8257350705765e-08,1.6109242306495e-05
2043.8046875,2.8257342574948e-08,1.6109191213248e-05
2044.8046875,2.8257346939789e-08,1.610914014662e-05
2045.8046875,2.8257361807779e-08,1.6109089096419e-05
2046.8046875,2.825738495154e-08,1.6109038054723e-05
2047.8046875,2.8257413941982e-08,1.6108987016073e-05
2048.8046875,2.8257446182989e-08,1.6108935977617e-05
2049.8046875,2.8257478947375e-08,1.6108884939229e-05
2050.8046875,2.8257509413766e-08,1.6108833903582e-05
2051.8046875,2.8257534703985e-08,1.6108782876188e-05
2052.8046875,2.8257551920364e-08,1.6108731865401e-05
2053.8046875,2.8257558182351e-08,1.610868088238e-05
2054.8046875,2.8257550661676e-08,1.6108629941023e-05
2055.8046875,2.8257526615457e-08,1.6108579057859e-05
2056.8046875,2.8257483416667e-08,1.6108528251924e-05
2057.8046875,2.8257418581498e-08,1.6108477544597e-05
2058.8046875,2.8257329793337e-08,1.6108426959423e-05
2059.8046875,2.8257214923173e-08,1.6108376521912e-05
2060.8046875,2.8257072046429e-08,1.6108326259325e-05
2061.8046875,2.8256899456276e-08,1.6108276200442e-05
2062.8046875,2.8256695673632e-08,1.6108226375334e-05
2063.8046875,2.8256459454061e-08,1.6108176815116e-05
2064.8046875,2.8256189791862e-08,1.6108127551705e-05
2065.8046875,2.825588592163e-08,1.6108078617578e-05
2066.8046875,2.8255547317584e-08,1.6108030045528e-05
2067.8046875,2.8255173690924e-08,1.6107981868429e-05
2068.8046875,2.8254764985469e-08,1.6107934119004e-05
2069.8046875,2.8254321371802e-08,1.61078868296e-05
