time,Ar41ActOutletFlowrate,Ar41ActTotal
937.8046875,2.8500668603249e-08,1.6198638128004e-05
938.3046875,2.8490379150568e-08,1.6198622438245e-05
939.3046875,2.8494598418817e-08,1.6198585416391e-05
940.3046875,2.8497194099502e-08,1.6198544458085e-05
941.3046875,2.849888344661e-08,1.6198500484291e-05
942.3046875,2.849934207062e-08,1.6198454735824e-05
943.3046875,2.8499182276274e-08,1.619840783883e-05
944.3046875,2.8498949018913e-08,1.6198359875659e-05
944.8046875,2.8488428981255e-08,1.6198340810592e-05
945.8046875,2.8493472255483e-08,1.619829628419e-05
946.8046875,2.8497578041442e-08,1.6198246392981e-05
947.3046875,2.8489248237529e-08,1.6198225281384e-05
948.3046875,2.8496897128454e-08,1.6198174118204e-05
949.3046875,2.8502251146948e-08,1.6198116407282e-05
950.3046875,2.8506258849674e-08,1.61980535219e-05
951.3046875,2.8508818040082e-08,1.619798693199e-05
952.3046875,2.851067005046e-08,1.6197917363589e-05
953.3046875,2.8512415012977e-08,1.6197844943573e-05
954.3046875,2.8514361412235e-08,1.619776949271e-05
955.3046875,2.8516615534248e-08,1.6197690727962e-05
956.3046875,2.8519182537716e-08,1.6197608363234e-05
957.3046875,2.8522030617209e-08,1.6197522145969e-05
958.3046875,2.8525122147717e-08,1.6197431862555e-05
959.3046875,2.8528424896623e-08,1.6197337332723e-05
960.3046875,2.8531913747682e-08,1.6197238402312e-05
961.3046875,2.8535568955223e-08,1.6197134937674e-05
961.8046875,2.8526987831489e-08,1.6197087260391e-05
962.3046875,2.8522032676502e-08,1.6197041794822e-05
963.3046875,2.853464716451e-08,1.619693737258e-05
964.3046875,2.8545547782484e-08,1.6196821296176e-05
965.3046875,2.8553836500553e-08,1.6196696225349e-05
966.3046875,2.8559519832142e-08,1.6196564800634e-05
967.3046875,2.8563790858852e-08,1.619642846311e-05
968.3046875,2.8567581025627e-08,1.6196287721781e-05
969.3046875,2.8571372555597e-08,1.6196142605065e-05
970.3046875,2.857534190478e-08,1.619599296685e-05
971.3046875,2.857951192781e-08,1.6195838639739e-05
972.3046875,2.8583847807751e-08,1.6195679492026e-05
973.3046875,2.8588304269667e-08,1.6195515437818e-05
974.3046875,2.8592843112469e-08,1.6195346429812e-05
975.3046875,2.8597435880129e-08,1.6195172449102e-05
976.3046875,2.8602061785829e-08,1.6194993497562e-05
977.3046875,2.8606704548488e-08,1.619480959315e-05
978.3046875,2.8611350393106e-08,1.61946207675e-05
979.3046875,2.8615986516217e-08,1.6194427064568e-05
980.3046875,2.8620601200393e-08,1.6194228539822e-05
981.3046875,2.8625183435145e-08,1.6194025259162e-05
982.3046875,2.8629723284684e-08,1.6193817297913e-05
983.3046875,2.8634212172477e-08,1.6193604739561e-05
984.3046875,2.8638642454113e-08,1.6193387674445e-05
985.3046875,2.8643007801239e-08,1.6193166198737e-05
985.8046875,2.8634714558887e-08,1.6193059580129e-05
986.3046875,2.8630001064119e-08,1.6192955260158e-05
987.3046875,2.8642917810072e-08,1.6192733653979e-05
988.3046875,2.8653902108778e-08,1.6192501131605e-05
989.3046875,2.866207192713e-08,1.6192260548601e-05
990.3046875,2.8667451305514e-08,1.619201472273e-05
991.3046875,2.8671246221963e-08,1.619176525839e-05
991.8046875,2.8662426773315e-08,1.6191644957366e-05
992.8046875,2.8670345006484e-08,1.6191396549915e-05
993.8046875,2.8676960597601e-08,1.6191141738272e-05
994.8046875,2.8682637475073e-08,1.6190881490951e-05
995.8046875,2.8686844841599e-08,1.6190617300532e-05
996.8046875,2.8690100848457e-08,1.6190350136556e-05
997.3046875,2.8681105294165e-08,1.619022110511e-05
998.3046875,2.868872997511e-08,1.6189955653764e-05
999.3046875,2.8694998966081e-08,1.618968426537e-05
1000.3046875,2.8700263481668e-08,1.6189407970718e-05
1001.3046875,2.8704007328715e-08,1.6189128309705e-05
1001.8046875,2.8695087354229e-08,1.6188993015561e-05
1002.8046875,2.8702442615817e-08,1.6188715398956e-05
1003.8046875,2.8708237464015e-08,1.6188432405667e-05
1004.8046875,2.8712960387651e-08,1.6188145129441e-05
1005.8046875,2.8716158086887e-08,1.6187855110501e-05
1006.8046875,2.8718387551881e-08,1.6187563327324e-05
1007.8046875,2.8720178070586e-08,1.6187270227558e-05
1008.8046875,2.8721827239163e-08,1.6186975961468e-05
1009.8046875,2.872345555529e-08,1.6186680559228e-05
1010.8046875,2.8725089605146e-08,1.6186384024743e-05
1011.8046875,2.872671837745e-08,1.6186086372898e-05
1012.3046875,2.8717077827068e-08,1.6185942476397e-05
1013.3046875,2.872360721666e-08,1.6185648608641e-05
1014.3046875,2.8728760494385e-08,1.6185350129978e-05
1015.3046875,2.8732847678269e-08,1.6185048124045e-05
1015.8046875,2.8723986237252e-08,1.61849016736e-05
1016.8046875,2.8730769585212e-08,1.6184602491582e-05
1017.8046875,2.8735543088407e-08,1.6184299120467e-05
1018.8046875,2.8739055087459e-08,1.6183992833842e-05
1019.8046875,2.8741004237196e-08,1.6183685200095e-05
1020.8046875,2.8742018205686e-08,1.6183377155647e-05
1021.8046875,2.8742649921438e-08,1.6183069083111e-05
1022.8046875,2.8743200098368e-08,1.6182761064974e-05
1023.8046875,2.8743785736163e-08,1.618245306757e-05
1024.8046875,2.8744429085649e-08,1.6182145035619e-05
1025.8046875,2.8745115771052e-08,1.6181836928568e-05
1026.8046875,2.8745823868886e-08,1.6181528727916e-05
1027.8046875,2.8746534865385e-08,1.6181220433651e-05
1028.3046875,2.8736446805124e-08,1.6181071465395e-05
1029.3046875,2.8742098953133e-08,1.6180768427589e-05
1030.3046875,2.8746376762626e-08,1.6180461744121e-05
1030.8046875,2.8738022032508e-08,1.6180312719863e-05
1031.8046875,2.8745331358321e-08,1.6180007938823e-05
1032.8046875,2.8749959673071e-08,1.6179699185267e-05
1033.3046875,2.8741544877265e-08,1.617954916134e-05
1034.3046875,2.874841216511e-08,1.6179242839333e-05
1034.8046875,2.8740475287738e-08,1.6179093793418e-05
1035.3046875,2.8736087155332e-08,1.6178947055076e-05
1036.3046875,2.874717122601e-08,1.6178643105079e-05
1037.3046875,2.8754548605336e-08,1.6178332471319e-05
1038.3046875,2.87583855417e-08,1.6178018698756e-05
1039.3046875,2.8759328778914e-08,1.6177704673591e-05
1040.3046875,2.8758844775508e-08,1.6177391810688e-05
1041.3046875,2.8757935372193e-08,1.6177080523677e-05
1042.3046875,2.8757070951078e-08,1.6176770758243e-05
1043.3046875,2.8756395841275e-08,1.6176462318049e-05
1044.3046875,2.8755905066243e-08,1.6176155013391e-05
1045.3046875,2.8755545938782e-08,1.6175848708265e-05
1046.3046875,2.8755263742555e-08,1.6175543321912e-05
1047.3046875,2.8755016180091e-08,1.6175238816097e-05
1048.3046875,2.8754773962319e-08,1.6174935181911e-05
1049.3046875,2.8754517228408e-08,1.617463243023e-05
1050.3046875,2.8754231815495e-08,1.6174330585928e-05
1051.3046875,2.875390688463e-08,1.61740296845e-05
1052.3046875,2.8753533695224e-08,1.6173729769902e-05
1053.3046875,2.8753105183821e-08,1.6173430892838e-05
1054.3046875,2.8752615835199e-08,1.6173133109174e-05
1055.3046875,2.8752061640182e-08,1.6172836478412e-05
1056.3046875,2.8751439961193e-08,1.6172541062294e-05
1057.3046875,2.8750749301075e-08,1.6172246923661e-05
1058.3046875,2.8749988992279e-08,1.6171954125621e-05
1059.3046875,2.8749158908836e-08,1.6171662730996e-05
1060.3046875,2.8748259155676e-08,1.6171372802104e-05
1061.3046875,2.8747289844814e-08,1.6171084400748e-05
1062.3046875,2.8746250923259e-08,1.6170797588381e-05
1063.3046875,2.8745142062777e-08,1.6170512426379e-05
1064.3046875,2.874396259062e-08,1.617022897639e-05
1065.3046875,2.8742711479768e-08,1.6169947300667e-05
1066.3046875,2.8741387341621e-08,1.6169667462438e-05
1067.3046875,2.873998845648e-08,1.6169389526219e-05
1068.3046875,2.8738512811974e-08,1.6169113558098e-05
1069.3046875,2.8736958146128e-08,1.6168839625979e-05
1070.3046875,2.873532200261e-08,1.6168567799755e-05
1071.3046875,2.8733601783512e-08,1.6168298151443e-05
1072.3046875,2.8731794809567e-08,1.616803075525e-05
1073.3046875,2.8729898381675e-08,1.6167765687583e-05
1074.3046875,2.8727909839663e-08,1.6167503026995e-05
1075.3046875,2.8725826623819e-08,1.6167242854072e-05
1076.3046875,2.8723646331615e-08,1.616698525127e-05
1076.8046875,2.8712120641772e-08,1.6166862288592e-05
1077.8046875,2.8714787019346e-08,1.6166613993607e-05
1078.3046875,2.8705200092748e-08,1.616649471059e-05
1079.3046875,2.8711147282781e-08,1.6166250485709e-05
1080.3046875,2.871377069561e-08,1.6166003991978e-05
1081.3046875,2.8713999589416e-08,1.6165757612981e-05
1081.8046875,2.8703015648985e-08,1.6165639979555e-05
1082.8046875,2.8705209021333e-08,1.6165402760021e-05
1083.8046875,2.8705257740359e-08,1.6165165784791e-05
1084.8046875,2.8704073050643e-08,1.6164930270371e-05
1085.8046875,2.8701379932122e-08,1.6164697702584e-05
1086.8046875,2.8697787855041e-08,1.6164468953904e-05
1087.8046875,2.8693822976911e-08,1.6164244370411e-05
1088.8046875,2.8689764017766e-08,1.6164024019878e-05
1089.3046875,2.8677329157993e-08,1.6163920082625e-05
1090.3046875,2.8678295086475e-08,1.6163711308101e-05
1091.3046875,2.8677854349561e-08,1.6163503094198e-05
1092.3046875,2.8676386682868e-08,1.6163296452087e-05
1093.3046875,2.8673388072445e-08,1.6163092889708e-05
1094.3046875,2.8669406529283e-08,1.6162893363102e-05
1095.3046875,2.8664975405767e-08,1.6162698293072e-05
1096.3046875,2.8660400188007e-08,1.6162507795291e-05
1097.3046875,2.8655808938062e-08,1.6162321858121e-05
1098.3046875,2.8651234091078e-08,1.6162140438119e-05
1099.3046875,2.8646669231466e-08,1.6161963498598e-05
1100.3046875,2.8642099100322e-08,1.6161791018365e-05
1101.3046875,2.8637511567268e-08,1.6161622988393e-05
1102.3046875,2.8632900567461e-08,1.6161459405744e-05
1103.3046875,2.8628265298508e-08,1.6161300268335e-05
1104.3046875,2.8623608413805e-08,1.6161145571475e-05
1105.3046875,2.861893445935e-08,1.6160995305958e-05
1105.5546875,2.860216409033e-08,1.61609619232e-05
1106.0546875,2.8597435055894e-08,1.6160897357785e-05
1107.0546875,2.8600937995201e-08,1.6160764382986e-05
1108.0546875,2.8603668706247e-08,1.6160628388534e-05
1109.0546875,2.8603585576964e-08,1.6160492175435e-05
1110.0546875,2.8600534072851e-08,1.6160358686624e-05
1111.0546875,2.8595832299833e-08,1.616022953951e-05
1112.0546875,2.8590532633951e-08,1.6160105299465e-05
1113.0546875,2.8585190673737e-08,1.6159985977445e-05
1113.3046875,2.8568256339591e-08,1.6159960360167e-05
1113.8046875,2.8563258598364e-08,1.6159911414065e-05
1114.8046875,2.8566447057404e-08,1.6159809807298e-05
1115.8046875,2.8569072151155e-08,1.615970510196e-05
1116.8046875,2.856904660175e-08,1.615959993744e-05
1117.8046875,2.8566176096446e-08,1.6159497135564e-05
1118.8046875,2.8561752514562e-08,1.6159398219436e-05
1119.8046875,2.8556812261814e-08,1.6159303676539e-05
1120.8046875,2.8551900670511e-08,1.6159213450656e-05
1121.8046875,2.8547225273501e-08,1.6159127280932e-05
1122.8046875,2.8542822018754e-08,1.6159044873002e-05
1123.8046875,2.8538661704466e-08,1.6158965963587e-05
1124.8046875,2.8534703213345e-08,1.615889033199e-05
1125.8046875,2.8530913602175e-08,1.6158817791607e-05
1126.8046875,2.8527271882192e-08,1.6158748177855e-05
1127.8046875,2.8523766504246e-08,1.6158681338697e-05
1128.8046875,2.852039154725e-08,1.6158617128929e-05
1129.8046875,2.8517143881571e-08,1.6158555407377e-05
1130.8046875,2.851402152434e-08,1.6158496035743e-05
1131.8046875,2.8511022951487e-08,1.6158438878123e-05
1132.8046875,2.8508146951707e-08,1.6158383800683e-05
1133.8046875,2.8505392683463e-08,1.6158330671278e-05
1134.8046875,2.8502759731007e-08,1.6158279359013e-05
1135.8046875,2.8500248090009e-08,1.6158229733838e-05
1136.8046875,2.8497857973285e-08,1.6158181666276e-05
1137.8046875,2.849558974213e-08,1.6158135027341e-05
1138.3046875,2.8484099247154e-08,1.6158117222791e-05
1138.8046875,2.8476320574736e-08,1.6158103042136e-05
1139.8046875,2.848302632614e-08,1.6158067060436e-05
1140.8046875,2.8487844306082e-08,1.615802542897e-05
1141.8046875,2.8490062054e-08,1.6157980755884e-05
1142.8046875,2.8489739554427e-08,1.6157935577543e-05
1143.8046875,2.8488077261146e-08,1.6157891224295e-05
1144.8046875,2.8485997629643e-08,1.6157848104008e-05
1145.8046875,2.8483974385078e-08,1.6157806153223e-05
1146.8046875,2.8482179873989e-08,1.6157765138442e-05
1147.8046875,2.8480636615393e-08,1.6157724805758e-05
1148.8046875,2.8479311442414e-08,1.6157684935972e-05
1149.8046875,2.84781612664e-08,1.6157645354093e-05
1150.8046875,2.8477149842142e-08,1.6157605922234e-05
1151.3046875,2.8466284557337e-08,1.6157591404144e-05
1152.3046875,2.8470425696663e-08,1.6157557297639e-05
1153.3046875,2.847322450684e-08,1.615751954402e-05
1154.3046875,2.8475085832273e-08,1.6157479092244e-05
1155.3046875,2.8475508055943e-08,1.6157437386204e-05
1156.3046875,2.8475037634338e-08,1.6157395319214e-05
1157.3046875,2.8474203820435e-08,1.6157353254208e-05
1158.3046875,2.8473305757041e-08,1.6157311255631e-05
1159.3046875,2.8472463488578e-08,1.615726926888e-05
1160.3046875,2.847170024579e-08,1.6157227216923e-05
1160.5546875,2.8455910597696e-08,1.6157220606229e-05
1161.0546875,2.8453173195545e-08,1.615720844801e-05
1162.0546875,2.846066911374e-08,1.6157175758548e-05
1163.0546875,2.8467440901163e-08,1.6157135501206e-05
1164.0546875,2.8471407459668e-08,1.6157090497049e-05
1165.0546875,2.8472377692114e-08,1.6157043745168e-05
1166.0546875,2.8471646632505e-08,1.6156996942054e-05
1167.0546875,2.8470250079895e-08,1.6156950747048e-05
1168.0546875,2.8468730303376e-08,1.6156905278651e-05
1169.0546875,2.8467289412136e-08,1.6156860454829e-05
1170.0546875,2.8465957149621e-08,1.615681616505e-05
1171.0546875,2.8464698169407e-08,1.6156772334792e-05
1172.0546875,2.8463465546012e-08,1.6156728936668e-05
1173.0546875,2.8462220921534e-08,1.6156685981565e-05
1174.0546875,2.8460938070826e-08,1.6156643506341e-05
1175.0546875,2.845960022765e-08,1.6156601564268e-05
1176.0546875,2.8458196346045e-08,1.6156560219251e-05
1177.0546875,2.8456718311388e-08,1.6156519542855e-05
1178.0546875,2.8455159445079e-08,1.6156479612831e-05
1179.0546875,2.8453513981807e-08,1.6156440512175e-05
1180.0546875,2.8451777097275e-08,1.6156402328151e-05
1181.0546875,2.84499451169e-08,1.615636515113e-05
1182.0546875,2.8448015694431e-08,1.6156329073243e-05
1183.0546875,2.8445987873491e-08,1.6156294186993e-05
1184.0546875,2.8443862027575e-08,1.6156260583932e-05
1184.5546875,2.8432385061017e-08,1.6156249289774e-05
1185.0546875,2.8424562689954e-08,1.6156241640472e-05
1186.0546875,2.8430968377378e-08,1.6156219015822e-05
1187.0546875,2.8435283642063e-08,1.6156191235072e-05
1188.0546875,2.8436795067604e-08,1.6156161105354e-05
1189.0546875,2.8435564370505e-08,1.6156131359028e-05
1189.5546875,2.842401096437e-08,1.6156122029223e-05
1190.5546875,2.8425759110409e-08,1.6156100678222e-05
1191.5546875,2.8425827094227e-08,1.6156078377389e-05
1192.0546875,2.8415412735171e-08,1.615607219364e-05
1193.0546875,2.8418670851598e-08,1.6156055604562e-05
1194.0546875,2.8419331880576e-08,1.6156037454142e-05
1194.5546875,2.8409021441e-08,1.6156033288926e-05
1195.0546875,2.84018027195e-08,1.6156032452567e-05
1196.0546875,2.840777416622e-08,1.615602382258e-05
1197.0546875,2.8410929600598e-08,1.6156011119875e-05
1198.0546875,2.8411143444522e-08,1.6155997279453e-05
1198.5546875,2.840001903938e-08,1.6155995669181e-05
1199.0546875,2.8391897213942e-08,1.6155997830667e-05
1200.0546875,2.839666674635e-08,1.6155996356409e-05
1201.0546875,2.8399181178001e-08,1.6155991405715e-05
1202.0546875,2.8399102871814e-08,1.6155985564031e-05
1203.0546875,2.8396593538289e-08,1.6155981244958e-05
1204.0546875,2.8392843678803e-08,1.6155979667116e-05
1205.0546875,2.83887357085e-08,1.6155981167245e-05
1206.0546875,2.8384707508845e-08,1.6155985646946e-05
1207.0546875,2.838090922692e-08,1.6155992860054e-05
1208.0546875,2.8377353855863e-08,1.6156002549534e-05
1209.0546875,2.8374007584729e-08,1.6156014493756e-05
1210.0546875,2.8370832081636e-08,1.6156028510629e-05
1211.0546875,2.8367798919284e-08,1.6156044447472e-05
1211.5546875,2.8355932730739e-08,1.6156058049893e-05
1212.5546875,2.8358068981328e-08,1.6156081921e-05
1213.5546875,2.8358892557891e-08,1.6156103841279e-05
1214.0546875,2.8348904134412e-08,1.615611949486e-05
1215.0546875,2.8353016055146e-08,1.6156145493103e-05
1216.0546875,2.8354542169432e-08,1.6156168838645e-05
1217.0546875,2.8354578524371e-08,1.6156191020359e-05
1218.0546875,2.835306323458e-08,1.6156213582798e-05
1219.0546875,2.8350754250905e-08,1.6156237310455e-05
1220.0546875,2.8348258699344e-08,1.6156262380834e-05
1221.0546875,2.8345893234813e-08,1.6156288656928e-05
1222.0546875,2.8343775710296e-08,1.6156315886203e-05
1223.0546875,2.8341925302233e-08,1.6156343798988e-05
1224.0546875,2.8340325111505e-08,1.6156372144214e-05
1225.0546875,2.8338952178736e-08,1.6156400695227e-05
1226.0546875,2.8337788040929e-08,1.6156429245137e-05
1227.0546875,2.8336820122756e-08,1.615645760083e-05
1228.0546875,2.8336039992253e-08,1.6156485578772e-05
1229.0546875,2.8335441298115e-08,1.6156513002877e-05
1230.0546875,2.8335018387922e-08,1.6156539703772e-05
1230.5546875,2.8324464205388e-08,1.6156558026074e-05
1231.0546875,2.8317625782686e-08,1.6156579428929e-05
1232.0546875,2.8326243081999e-08,1.6156612423371e-05
1233.0546875,2.8333034040029e-08,1.6156637529941e-05
1234.0546875,2.8337269844592e-08,1.6156657326043e-05
1235.0546875,2.8338994007734e-08,1.6156674333765e-05
1236.0546875,2.8339399244585e-08,1.6156689876866e-05
1237.0546875,2.833940569939e-08,1.6156704359182e-05
1238.0546875,2.8339486390051e-08,1.6156717713644e-05
1239.0546875,2.8339813519551e-08,1.6156729703514e-05
1240.0546875,2.8340409185211e-08,1.6156740072042e-05
1241.0546875,2.8341239585214e-08,1.6156748597837e-05
1242.0546875,2.8342260938725e-08,1.6156755104426e-05
1242.5546875,2.8332423953208e-08,1.6156763009032e-05
1243.5546875,2.8338643918375e-08,1.6156771553194e-05
1244.5546875,2.8343564291272e-08,1.6156774226781e-05
1245.5546875,2.8347582847253e-08,1.6156771957231e-05
1246.5546875,2.8350189131519e-08,1.6156766175936e-05
1247.5546875,2.8351925178172e-08,1.6156757767757e-05
1248.5546875,2.8353318646596e-08,1.6156747089074e-05
1249.5546875,2.8354667734447e-08,1.6156734198752e-05
1250.5546875,2.8356091292803e-08,1.6156719037809e-05
1251.5546875,2.8357610941363e-08,1.6156701526455e-05
1252.5546875,2.8359208413735e-08,1.6156681603662e-05
1253.5546875,2.8360855773797e-08,1.6156659236572e-05
1254.5546875,2.8362527703766e-08,1.6156634417682e-05
1255.0546875,2.8352973821103e-08,1.6156626572741e-05
1256.0546875,2.8359624960384e-08,1.6156603406842e-05
1256.5546875,2.8352064266116e-08,1.6156595399001e-05
1257.5546875,2.8362115705516e-08,1.6156568547529e-05
1258.5546875,2.836892791554e-08,1.6156534198865e-05
1259.5546875,2.8373430862782e-08,1.6156494684767e-05
1260.5546875,2.837580351139e-08,1.6156452148558e-05
1261.5546875,2.8377013889943e-08,1.6156407760697e-05
1262.5546875,2.8377784229852e-08,1.615636196876e-05
1263.5546875,2.8378474816613e-08,1.615631486096e-05
1264.5546875,2.8379208530702e-08,1.6156266403649e-05
1265.5546875,2.8379993532035e-08,1.6156216555632e-05
1266.5546875,2.8380798093632e-08,1.6156165307617e-05
1267.5546875,2.8381585941902e-08,1.6156112686433e-05
1268.0546875,2.8371578746544e-08,1.6156091214753e-05
1269.0546875,2.8377271876923e-08,1.6156041937055e-05
1270.0546875,2.838147583862e-08,1.6155987901759e-05
1271.0546875,2.838459406745e-08,1.6155930211794e-05
1272.0546875,2.8386124735057e-08,1.6155870464333e-05
1273.0546875,2.8386617834109e-08,1.6155809701183e-05
1274.0546875,2.8386609658208e-08,1.6155748426067e-05
1275.0546875,2.8386407135166e-08,1.615568683557e-05
1275.1796875,2.8364806034904e-08,1.6155681848606e-05
1275.4296875,2.8365725968751e-08,1.6155671540836e-05
1275.6796875,2.8357527907307e-08,1.6155663224952e-05
1276.1796875,2.8355633455294e-08,1.6155647333811e-05
1277.1796875,2.8372092809068e-08,1.6155598559214e-05
1278.1796875,2.8384709078934e-08,1.6155536722217e-05
1279.1796875,2.8390841078666e-08,1.6155468320703e-05
1280.1796875,2.8391974774243e-08,1.6155398346379e-05
1280.6796875,2.8381225357512e-08,1.6155368602696e-05
1281.6796875,2.8384216902435e-08,1.6155305590493e-05
1282.1796875,2.8374687450415e-08,1.6155278712755e-05
1283.1796875,2.8380963830445e-08,1.6155218144313e-05
1284.1796875,2.8384306530762e-08,1.615515377183e-05
1284.6796875,2.8375184465613e-08,1.6155126012425e-05
1285.6796875,2.8380272981744e-08,1.6155064872386e-05
1286.1796875,2.8371415474983e-08,1.6155038595681e-05
1287.1796875,2.8377985128703e-08,1.6154978938805e-05
1288.1796875,2.8381088109166e-08,1.6154915716906e-05
1289.1796875,2.8381964644802e-08,1.6154851153446e-05
1290.1796875,2.8380889155722e-08,1.6154787190023e-05
1291.1796875,2.8378830391848e-08,1.6154724796118e-05
1291.6796875,2.8367274647473e-08,1.6154699233479e-05
1292.6796875,2.8369887228745e-08,1.6154644916876e-05
1292.8046875,2.8348410359739e-08,1.6154640823829e-05
1293.0546875,2.834991790283e-08,1.6154632157258e-05
1293.5546875,2.8347814497138e-08,1.6154615673612e-05
1294.0546875,2.8344632720666e-08,1.6154600613589e-05
1295.0546875,2.8361410253783e-08,1.6154553177017e-05
1295.5546875,2.8357869041902e-08,1.6154531095474e-05
1296.5546875,2.8369041714537e-08,1.6154475241084e-05
1297.5546875,2.8372881640858e-08,1.6154415091059e-05
1298.5546875,2.8372829051714e-08,1.6154354520973e-05
1299.5546875,2.8370423025703e-08,1.6154295861529e-05
1300.5546875,2.8367175555986e-08,1.6154239931638e-05
1301.5546875,2.8363932512295e-08,1.6154186708002e-05
1302.5546875,2.8361011834536e-08,1.6154135853493e-05
1303.5546875,2.8358457153835e-08,1.6154086990655e-05
1304.5546875,2.8356211715157e-08,1.6154039801138e-05
1305.5546875,2.835420474877e-08,1.6153994039014e-05
1306.5546875,2.8352382138257e-08,1.6153949513678e-05
1307.5546875,2.835071011276e-08,1.6153906069266e-05
1308.5546875,2.8349169561663e-08,1.615386356988e-05
1309.5546875,2.8347749482323e-08,1.615382189141e-05
1310.5546875,2.8346442518447e-08,1.6153780917848e-05
1311.5546875,2.8345242818179e-08,1.6153740539732e-05
1312.5546875,2.8344145460422e-08,1.6153700653191e-05
1313.5546875,2.8343146604155e-08,1.6153661158821e-05
1314.5546875,2.8342243762378e-08,1.6153621960317e-05
1315.5546875,2.8341435899702e-08,1.6153582963006e-05
1316.5546875,2.8340723278864e-08,1.6153544072541e-05
1317.5546875,2.8340107109918e-08,1.6153505193961e-05
1318.5546875,2.8339589102254e-08,1.6153466231194e-05
1319.5546875,2.8339171014959e-08,1.6153427087012e-05
1320.5546875,2.8338854271963e-08,1.6153387663371e-05
1321.5546875,2.8338639674729e-08,1.6153347862033e-05
1322.5546875,2.8338527217917e-08,1.6153307585366e-05
1323.5546875,2.8338515995317e-08,1.6153266737234e-05
1324.5546875,2.833860417541e-08,1.6153225223907e-05
1325.5546875,2.8338789024629e-08,1.6153182954938e-05
1326.5546875,2.8339066959537e-08,1.6153139843992e-05
1327.5546875,2.8339433613991e-08,1.615309580959e-05
1328.5546875,2.8339883912366e-08,1.6153050775789e-05
1329.5546875,2.8340412143938e-08,1.6153004672777e-05
1330.5546875,2.8341012036386e-08,1.6152957437392e-05
1331.5546875,2.8341676827967e-08,1.615290901357e-05
1332.5546875,2.8342399338637e-08,1.6152859352713e-05
1333.5546875,2.8343172040414e-08,1.6152808413994e-05
1334.5546875,2.8343987127022e-08,1.6152756164581e-05
1335.5546875,2.8344836582542e-08,1.61527025798e-05
1336.5546875,2.8345712248161e-08,1.6152647643227e-05
1337.5546875,2.8346605886455e-08,1.6152591346711e-05
1338.5546875,2.8347509242129e-08,1.6152533690347e-05
1339.5546875,2.8348414098437e-08,1.6152474682386e-05
1340.5546875,2.8349312328675e-08,1.6152414339089e-05
1341.5546875,2.8350195942356e-08,1.6152352684553e-05
1342.5546875,2.8351057126e-08,1.6152289750475e-05
1343.5546875,2.8351888278675e-08,1.6152225575905e-05
1344.5546875,2.8352682042687e-08,1.6152160206951e-05
1345.5546875,2.8353431329946e-08,1.6152093696468e-05
1346.5546875,2.8354129344678e-08,1.6152026103732e-05
1347.5546875,2.8354769604164e-08,1.615195749408e-05
1348.5546875,2.8355345951197e-08,1.6151887938555e-05
1349.5546875,2.8355852578725e-08,1.615181751352e-05
1350.5546875,2.8356284037345e-08,1.615174630027e-05
1351.5546875,2.8356635251381e-08,1.6151674384631e-05
1352.5546875,2.8356901532388e-08,1.6151601856542e-05
1353.5546875,2.835707859251e-08,1.6151528809639e-05
1354.5546875,2.8357162557727e-08,1.6151455340814e-05
1355.5546875,2.8357149980722e-08,1.6151381549772e-05
1356.5546875,2.835703785464e-08,1.6151307538579e-05
1357.5546875,2.8356823625021e-08,1.6151233411195e-05
1358.5546875,2.8356505201409e-08,1.6151159273e-05
1359.5546875,2.8356080968943e-08,1.6151085230316e-05
1360.5546875,2.835554979752e-08,1.6151011389917e-05
1361.5546875,2.8354911053714e-08,1.6150937858536e-05
1362.5546875,2.8354164603e-08,1.6150864742365e-05
1363.5546875,2.8353310818314e-08,1.6150792146558e-05
1364.5546875,2.8352350583033e-08,1.6150720174729e-05
1365.5546875,2.8351285291888e-08,1.6150648928457e-05
1366.5546875,2.8350116850198e-08,1.6150578506786e-05
1367.5546875,2.8348847670293e-08,1.6150509005744e-05
1368.5546875,2.8347480665641e-08,1.615044051786e-05
1369.5546875,2.8346019242548e-08,1.6150373131697e-05
1370.5546875,2.8344467289401e-08,1.6150306931401e-05
1371.5546875,2.8342829163505e-08,1.6150241996261e-05
1372.5546875,2.8341109675515e-08,1.615017840029e-05
1373.5546875,2.8339314071559e-08,1.6150116211827e-05
1374.5546875,2.8337448013098e-08,1.6150055493157e-05
1375.5546875,2.8335517554613e-08,1.6149996300162e-05
1376.5546875,2.8333529119207e-08,1.6149938681997e-05
1377.5546875,2.8331489472207e-08,1.6149882680787e-05
1378.5546875,2.8329405692859e-08,1.6149828331364e-05
1379.5546875,2.8327285144212e-08,1.6149775661031e-05
1380.5546875,2.832513544128e-08,1.6149724689357e-05
1381.5546875,2.8322964422778e-08,1.614967542801e-05
1382.5546875,2.8320780095246e-08,1.614962788062e-05
1383.5546875,2.8318590627487e-08,1.61495820427e-05
1384.5546875,2.8316404293019e-08,1.614953790157e-05
1385.5546875,2.83142294357e-08,1.6149495436346e-05
1386.5546875,2.8312074429614e-08,1.6149454617961e-05
1387.5546875,2.8309947638057e-08,1.6149415409227e-05
1388.5546875,2.8307857371711e-08,1.6149377764941e-05
1389.5546875,2.8305811846176e-08,1.6149341632023e-05
1390.5546875,2.8303819139044e-08,1.6149306949712e-05
1391.5546875,2.830188714671e-08,1.6149273649787e-05
1392.5546875,2.8300023541149e-08,1.6149241656839e-05
