cell,group in,group out,legendre,nuclide,mean,std. dev.
2,1,1,P1,Cr50,0.0003960399768763115,9.26640370019652e-06
2,1,1,P1,Cr53,0.0009528451788397248,1.5791416606324618e-05
2,1,1,P1,Ni64,3.5707824641120155e-05,3.1278436328108158e-06
2,1,1,P1,Ni62,0.00013975322250593656,8.212633480875119e-06
2,1,1,P1,Ni58,0.004412813841294312,3.7425901061141135e-05
2,1,1,P1,Ni61,4.3085147986354906e-05,3.9847481434279e-06
2,1,1,P1,Ni60,0.0013156972642841818,1.6909991856197537e-05
2,1,1,P1,Fe56,0.016019432577153568,9.00908253079587e-05
2,1,1,P1,Fe54,0.0011695584913394724,1.675322210965406e-05
2,1,1,P1,Fe57,0.0004938899772086917,1.0780245433153017e-05
2,1,1,P1,Fe58,7.19681438122171e-05,4.446081786168173e-06
2,1,2,P0,C12,2.4944105665499873e-07,1.1332498167565109e-07
2,1,2,P0,C13,0.0,0.0
2,1,2,P0,Si30,0.0,0.0
2,1,2,P0,Si28,1.6653182322924665e-07,8.067988436596041e-08
2,1,2,P0,Si29,0.0,0.0
2,1,2,P0,Mn55,2.5033340932840624e-07,9.685663707956464e-08
2,1,2,P0,P31,0.0,0.0
2,1,2,P0,S33,0.0,0.0
2,1,2,P0,S34,0.0,0.0
2,1,2,P0,S32,4.1188837676451295e-08,4.1197510937273527e-08
2,1,2,P0,S36,0.0,0.0
2,1,2,P0,Cr54,8.387309092423785e-08,5.8701079657963056e-08
2,1,2,P0,Cr52,3.2958312289539324e-06,3.728312123465348e-07
2,1,2,P0,Cr50,4.188303568976083e-08,4.188399671952775e-08
2,1,2,P0,Cr53,7.496170398797864e-07,2.1256425542623507e-07
2,1,2,P0,Ni64,0.0,0.0
2,1,2,P0,Ni62,2.512861012607039e-07,1.1416050364733057e-07
2,1,2,P0,Ni58,9.214417415866935e-06,7.142502466258044e-07
2,1,2,P0,Ni61,0.0,0.0
2,1,2,P0,Ni60,2.923880517350552e-07,1.1950045840689647e-07
2,1,2,P0,Fe56,3.706209283027268e-05,1.1424579369310313e-06
2,1,2,P0,Fe54,5.403715012784833e-07,1.4315535722778414e-07
2,1,2,P0,Fe57,1.2490299367972493e-07,7.062836260780826e-08
2,1,2,P0,Fe58,8.21065934558209e-08,5.746638871741304e-08
2,1,2,P1,C12,-8.007448425609901e-08,5.8301481343594665e-08
2,1,2,P1,C13,0.0,0.0
2,1,2,P1,Si30,0.0,0.0
2,1,2,P1,Si28,4.5407372196007484e-08,2.2753487305284675e-08
2,1,2,P1,Si29,0.0,0.0
2,1,2,P1,Mn55,-7.345901837036458e-08,5.963724389314794e-08
2,1,2,P1,P31,0.0,0.0
2,1,2,P1,S33,0.0,0.0
2,1,2,P1,S34,0.0,0.0
2,1,2,P1,S32,-3.68150595776252e-08,3.6822811838478266e-08
2,1,2,P1,S36,0.0,0.0
2,1,2,P1,Cr54,7.138704600539032e-09,3.443696816494674e-08
2,1,2,P1,Cr52,-1.166127280788692e-06,1.9541320207934398e-07
2,1,2,P1,Cr50,1.5131895039349616e-08,1.51322422491763e-08
2,1,2,P1,Cr53,-2.4307347678989224e-07,1.0160807296586455e-07
2,1,2,P1,Ni64,0.0,0.0
2,1,2,P1,Ni62,-8.228200577290794e-08,8.594044523422395e-08
2,1,2,P1,Ni58,-2.0294017308400387e-06,3.4772823256444936e-07
2,1,2,P1,Ni61,0.0,0.0
2,1,2,P1,Ni60,-5.837528256292109e-08,5.004389190850885e-08
2,1,2,P1,Fe56,-1.020264526753093e-05,7.178583483448326e-07
2,1,2,P1,Fe54,-1.7992849315719183e-07,6.114637167459864e-08
2,1,2,P1,Fe57,-1.0656042740539038e-07,6.087506227723048e-08
2,1,2,P1,Fe58,-6.4636894997915e-08,4.6850018574261794e-08
2,2,1,P0,C12,0.0,0.0
2,2,1,P0,C13,0.0,0.0
