material,group in,nuclide,mean,std. dev.
9,1,total,0.2641808763845158,0.0017498461205924588
9,2,total,0.5350847384552917,0.0017816650277052816
9,3,total,0.9156616911839576,0.0023389087863461867
9,4,total,1.059731632889602,0.0027301715961765287
