material,group in,nuclide,mean,std. dev.
5,1,total,4.938251187008233e-06,4.277736934405328e-09
5,2,total,4.6016050055898507e-07,4.663329572227573e-10
5,3,total,3.177690094634237e-06,2.0019075011908987e-09
5,4,total,6.280557303380791e-05,4.485297832902057e-08
