material,group in,nuclide,mean,std. dev.
6,1,total,0.3534941520764676,0.00020443912485431346
6,2,total,0.5166113185992532,0.00033641447598210583
6,3,total,0.6082530244338034,0.00048312947102752363
6,4,total,0.6964556118732956,0.00045279800445356374
