material,group in,nuclide,mean,std. dev.
5,1,total,5.612260656968401e-10,4.303178919308474e-13
5,2,total,3.220354397807755e-09,1.627612284416915e-12
5,3,total,1.8898459272139909e-07,1.1899637866995815e-10
5,4,total,3.7329774201188268e-06,2.665918913474632e-09
