material,group in,nuclide,mean,std. dev.
8,1,total,5.748225461618814e-05,3.009594944566454e-07
8,2,total,1.6956611924755683e-06,2.70216704608402e-10
8,3,total,1.5519730083389687e-05,3.2559462546569277e-09
8,4,total,0.00030585941757426516,2.255590757865197e-07
