material,group in,nuclide,mean,std. dev.
9,1,total,5.888847362278674e-10,3.869642515134955e-12
9,2,total,3.542044950319862e-09,1.1821509319315237e-11
9,3,total,1.9234150901344504e-07,5.498966139363162e-10
9,4,total,3.0827473100346763e-06,8.154720486920494e-09
