material,group in,nuclide,mean,std. dev.
6,1,total,5.457551968041064e-10,3.286273643830332e-13
6,2,total,2.64553163771773e-09,2.0242014519130893e-12
6,3,total,1.7552289314824616e-07,1.6638133889809492e-10
6,4,total,3.1362321288956647e-06,2.078415521287082e-09
