material,group in,nuclide,mean,std. dev.
7,1,total,5.518514823919986e-10,3.602702279270335e-13
7,2,total,2.855465833039262e-09,2.254134398288451e-12
7,3,total,1.7309029978550786e-07,1.7109997574454553e-10
7,4,total,3.3742808666213587e-06,2.423606178753751e-09
