material,group in,group out,legendre,nuclide,mean,std. dev.
6,9,25,P1,total,0.0,0.0
6,10,1,P0,total,0.0,0.0
6,10,1,P1,total,0.0,0.0
6,10,2,P0,total,0.0,0.0
6,10,2,P1,total,0.0,0.0
6,10,3,P0,total,0.0,0.0
6,10,3,P1,total,0.0,0.0
6,10,4,P0,total,0.0,0.0
6,10,4,P1,total,0.0,0.0
6,10,5,P0,total,0.0,0.0
6,10,5,P1,total,0.0,0.0
6,10,6,P0,total,0.0,0.0
6,10,6,P1,total,0.0,0.0
6,10,7,P0,total,0.0,0.0
6,10,7,P1,total,0.0,0.0
6,10,8,P0,total,0.0,0.0
6,10,8,P1,total,0.0,0.0
6,10,9,P0,total,0.0,0.0
6,10,9,P1,total,0.0,0.0
6,10,10,P0,total,0.07905896171768134,0.0022587662814431645
6,10,10,P1,total,0.003059161364766245,0.000701698173340405
6,10,11,P0,total,0.0016058164177492318,0.00018511738807382413
6,10,11,P1,total,-0.0004674431557780154,9.906795226234534e-05
6,10,12,P0,total,0.0,0.0
6,10,12,P1,total,0.0,0.0
6,10,13,P0,total,0.0,0.0
6,10,13,P1,total,0.0,0.0
6,10,14,P0,total,0.0,0.0
6,10,14,P1,total,0.0,0.0
6,10,15,P0,total,0.0,0.0
6,10,15,P1,total,0.0,0.0
6,10,16,P0,total,0.0,0.0
6,10,16,P1,total,0.0,0.0
6,10,17,P0,total,0.0,0.0
6,10,17,P1,total,0.0,0.0
6,10,18,P0,total,0.0,0.0
6,10,18,P1,total,0.0,0.0
6,10,19,P0,total,0.0,0.0
6,10,19,P1,total,0.0,0.0
6,10,20,P0,total,0.0,0.0
6,10,20,P1,total,0.0,0.0
6,10,21,P0,total,0.0,0.0
6,10,21,P1,total,0.0,0.0
6,10,22,P0,total,0.0,0.0
6,10,22,P1,total,0.0,0.0
6,10,23,P0,total,0.0,0.0
6,10,23,P1,total,0.0,0.0
6,10,24,P0,total,0.0,0.0
6,10,24,P1,total,0.0,0.0
6,10,25,P0,total,0.0,0.0
6,10,25,P1,total,0.0,0.0
6,11,1,P0,total,0.0,0.0
6,11,1,P1,total,0.0,0.0
6,11,2,P0,total,0.0,0.0
6,11,2,P1,total,0.0,0.0
6,11,3,P0,total,0.0,0.0
6,11,3,P1,total,0.0,0.0
6,11,4,P0,total,0.0,0.0
6,11,4,P1,total,0.0,0.0
6,11,5,P0,total,0.0,0.0
6,11,5,P1,total,0.0,0.0
6,11,6,P0,total,0.0,0.0
6,11,6,P1,total,0.0,0.0
6,11,7,P0,total,0.0,0.0
6,11,7,P1,total,0.0,0.0
6,11,8,P0,total,0.0,0.0
6,11,8,P1,total,0.0,0.0
6,11,9,P0,total,0.0,0.0
6,11,9,P1,total,0.0,0.0
6,11,10,P0,total,0.0,0.0
6,11,10,P1,total,0.0,0.0
6,11,11,P0,total,0.083056120903225,0.0034607998498955147
6,11,11,P1,total,0.0023444121619663975,0.0013136427154880883
6,11,12,P0,total,0.0025537021068341493,0.0003771309937653423
6,11,12,P1,total,-0.0009311503548013188,0.0002180317902836346
6,11,13,P0,total,0.0,0.0
6,11,13,P1,total,0.0,0.0
6,11,14,P0,total,0.0,0.0
6,11,14,P1,total,0.0,0.0
6,11,15,P0,total,0.0,0.0
6,11,15,P1,total,0.0,0.0
6,11,16,P0,total,0.0,0.0
6,11,16,P1,total,0.0,0.0
6,11,17,P0,total,0.0,0.0
6,11,17,P1,total,0.0,0.0
6,11,18,P0,total,0.0,0.0
6,11,18,P1,total,0.0,0.0
6,11,19,P0,total,0.0,0.0
6,11,19,P1,total,0.0,0.0
6,11,20,P0,total,0.0,0.0
6,11,20,P1,total,0.0,0.0
6,11,21,P0,total,0.0,0.0
6,11,21,P1,total,0.0,0.0
6,11,22,P0,total,0.0,0.0
6,11,22,P1,total,0.0,0.0
6,11,23,P0,total,0.0,0.0
6,11,23,P1,total,0.0,0.0
6,11,24,P0,total,0.0,0.0
6,11,24,P1,total,0.0,0.0
6,11,25,P0,total,0.0,0.0
6,11,25,P1,total,0.0,0.0
