material,group in,group out,legendre,nuclide,mean,std. dev.
5,12,20,P0,total,0.0,0.0
5,12,20,P1,total,0.0,0.0
5,12,21,P0,total,0.0,0.0
5,12,21,P1,total,0.0,0.0
5,12,22,P0,total,0.0,0.0
5,12,22,P1,total,0.0,0.0
5,12,23,P0,total,0.0,0.0
5,12,23,P1,total,0.0,0.0
5,12,24,P0,total,0.0,0.0
5,12,24,P1,total,0.0,0.0
5,12,25,P0,total,0.0,0.0
5,12,25,P1,total,0.0,0.0
5,13,1,P0,total,0.0,0.0
5,13,1,P1,total,0.0,0.0
5,13,2,P0,total,0.0,0.0
5,13,2,P1,total,0.0,0.0
5,13,3,P0,total,0.0,0.0
5,13,3,P1,total,0.0,0.0
5,13,4,P0,total,0.0,0.0
5,13,4,P1,total,0.0,0.0
5,13,5,P0,total,0.0,0.0
5,13,5,P1,total,0.0,0.0
5,13,6,P0,total,0.0,0.0
5,13,6,P1,total,0.0,0.0
5,13,7,P0,total,0.0,0.0
5,13,7,P1,total,0.0,0.0
5,13,8,P0,total,0.0,0.0
5,13,8,P1,total,0.0,0.0
5,13,9,P0,total,0.0,0.0
5,13,9,P1,total,0.0,0.0
5,13,10,P0,total,0.0,0.0
5,13,10,P1,total,0.0,0.0
5,13,11,P0,total,0.0,0.0
5,13,11,P1,total,0.0,0.0
5,13,12,P0,total,0.0,0.0
5,13,12,P1,total,0.0,0.0
5,13,13,P0,total,0.0003769983904026712,2.3420214984529005e-05
5,13,13,P1,total,5.3473969809218684e-05,9.053672368473816e-06
5,13,14,P0,total,5.7568673129056545e-05,6.124378222628815e-06
5,13,14,P1,total,-2.1504092057791226e-05,3.6066884017550213e-06
5,13,15,P0,total,0.0,0.0
5,13,15,P1,total,0.0,0.0
5,13,16,P0,total,0.0,0.0
5,13,16,P1,total,0.0,0.0
5,13,17,P0,total,0.0,0.0
5,13,17,P1,total,0.0,0.0
5,13,18,P0,total,0.0,0.0
5,13,18,P1,total,0.0,0.0
5,13,19,P0,total,0.0,0.0
5,13,19,P1,total,0.0,0.0
5,13,20,P0,total,0.0,0.0
5,13,20,P1,total,0.0,0.0
5,13,21,P0,total,0.0,0.0
5,13,21,P1,total,0.0,0.0
5,13,22,P0,total,0.0,0.0
5,13,22,P1,total,0.0,0.0
5,13,23,P0,total,0.0,0.0
5,13,23,P1,total,0.0,0.0
5,13,24,P0,total,0.0,0.0
5,13,24,P1,total,0.0,0.0
5,13,25,P0,total,0.0,0.0
5,13,25,P1,total,0.0,0.0
5,14,1,P0,total,0.0,0.0
5,14,1,P1,total,0.0,0.0
5,14,2,P0,total,0.0,0.0
5,14,2,P1,total,0.0,0.0
5,14,3,P0,total,0.0,0.0
5,14,3,P1,total,0.0,0.0
5,14,4,P0,total,0.0,0.0
5,14,4,P1,total,0.0,0.0
5,14,5,P0,total,0.0,0.0
5,14,5,P1,total,0.0,0.0
5,14,6,P0,total,0.0,0.0
5,14,6,P1,total,0.0,0.0
5,14,7,P0,total,0.0,0.0
5,14,7,P1,total,0.0,0.0
5,14,8,P0,total,0.0,0.0
