cell,group in,nuclide,mean,std. dev.
1,1,O17,2.767070945695966e-05,9.157899668513495e-08
1,1,O18,0.00022676435001978856,7.200776089008487e-07
1,1,O16,0.10552904339718036,0.0003303617304617187
1,1,H2,2.974796692764252e-05,8.89280026983003e-08
1,1,H1,0.6203772463494264,0.002337741605614905
1,2,O17,4.864273512979174e-05,5.366195531847963e-07
1,2,O18,0.00021340953158230946,2.354136570486928e-06
1,2,O16,0.13009637863052254,0.0014353206687166742
1,2,H2,4.2599979048478746e-05,4.731537692255448e-07
1,2,H1,1.8828672551635672,0.021009138781867037
